index,pmkArtist,fldName,fldLocation
423,ARLH4CH11C8A4173EC,Creedence Clearwater Revived,Lanciano Italy
424,ARRHVVL1187B991E41,The Johnny Otis Orchestra,"Vallejo, CA"
425,ARCEOW71187B9A5A71,B.A.D.,"London, England"
426,ARHBYTA1187FB3C812,Luar Na Lubre,Not available
427,ARX0IEI1187FB4FF4B,Circular,"Bergen, Norway"
428,ARHEQ501187FB4F898,Fruko Y Sus Tesos,Not available
429,AR19GQN1187FB3ACF5,The Bucketheads,"New York, NY"
430,ARIPLUN1187B99B9F9,The Police,"London, England"
431,ARM9Q581187B98E984,Kinky,"Monterrey, Nuevo LeA3n, MA(c)xico"
432,AR3752L1187FB4B67E,The Real Kids,Not available
433,ARR8AIK1187B9A0BCE,Eddie Boyd,"Stovall, MS"
434,ARIFTCD11F4C84086D,Tha Chamba,Not available
435,AR6BIWA1187B9ABAE8,Jack Orsen & Taktlo$$,Not available
436,ARYWU5F1187B9A77BE,Olov Johansson_ Catriona Mckay,Not available
437,AR37ILI1187B98E27B,Shriekback,"London, England"
438,ARPKATM1187B9B76E6,Hatebreed,"New Haven, CT"
439,ARFZSPU1187B9B5BA9,John Frizzell,Not available
440,AREPD8D1187FB3F5BC,Sister Hazel,"Gainesville, FL"
441,AR93D4D1187FB3ACAD,J.J. Cale,"Oklahoma City, OK"
442,AR858UO1187FB437B4,Precious Bryant,North Carolina
443,AROF4LP1187FB41C51,Selena,Texas
444,AR8LMZM1187B9A8160,Brooke Valentine,"Houston, TX"
445,AREUYDJ1187B9BA040,Krystof,"HavAAov, AeskA! republika"
446,ARCP8YG1187B997D72,Claire Hamill,UK - England - South East
447,ARP07GD1187B9B9DA4,Los Originales De San Juan,Not available
448,ARQ76LG1187B9ACD84,Black Flag,"Los Angeles, CA"
449,ARA373P1187B9A74C7,Barbarito Diez,Not available
450,ARBZHTB1187FB3A725,Aaron Watson,Not available
451,AR82GTS1187FB5662F,Mary Black,Ireland
452,AR2EHC11187B9AD895,Satan's Host,Not available
453,ARCT5P61187FB3D950,The Impressions,United States
454,AR0WLH6119B8669027,Owl City,Minnesota
455,ARDK5LC1187B9AB681,Bobby Bland,"Rosemark, TN"
456,AR5BLB01187FB57E99,Headliners,Not available
457,ARGAWJY11F50C50904,Jane Winther,Not available
458,ARSYOWS1187FB41157,The Rascals,"New York, NY"
459,AR97EHA1187B98AD5F,Blind Blake,"Jacksonville, FL"
460,ARLZ2LD1187B9B17FD,Emilia,"Bridgeport, CT"
461,ARGWFMR1187B98D0E7,CA3mplices,ES
462,ARMT23H1187B995083,Emilio,"SAN ANTONIO, Texas"
463,ARV6QHT1187FB5537A,Nana Caymmi,Not available
464,ARXY0SI1187B9B3064,Kasia Stankiewicz,Not available
465,ARNDBEM1187B9A2918,Turisas,"Hi?1/2enlinna, Finland"
466,ARDNW1B1187FB4ABBB,ChA(c)co Feliciano And Joe King,Not available
467,AR5JR4O1187FB35F58,Cache Cache,Not available
468,ARYKXSD1187B9A4DAD,David Hudson,Not available
469,ARABTW91187FB3A73B,David Summers,Not available
470,ARIPQAE11F4C83B78A,Rummage,Not available
471,ARUDPRC1257509BA98,Adr Lavey,Not available
472,ARJAZLO11F4C83B642,Bill Boyd's Cowboy Ramblers,Not available
473,ARSKSFC1264D0E32F8,Canis Dirus,Not available
474,ARZCXO91187FB53708,Justin,Georgia
475,AR1LQNB1187B9A6AE5,La Portuaria,Not available
476,ARVAWTX1187B9A9990,Antonis Remos,Not available
477,ARKXLIJ1187B9A4C54,Percy Faith And His Orchestra,Not available
478,AROBERX1187B9B437A,Stars Like Fleas,"Brooklyn, NY"
479,AREDW1C1187B9ACAC2,Gaetano Donizetti,Not available
480,AR6PJ8R1187FB5AD70,Shakira,"Barranquilla, Colombia"
481,AR43KFF1187B9B74B1,Little Freddie King,Louisiana
482,AR21YNH1187FB49649,Ms. Dynamite,London
483,AR72THZ1187B9974EF,Andy Russell,Not available
484,ARA3I0J1187FB57869,Blink-182,"Poway, CA"
485,ARXOKNT1187B9AA521,Kali,Not available
486,ARA0YAE1187B9B1D16,John Brown,North Carolina
487,AR4CH531187FB4EA21,Abysmal Dawn,Not available
488,ARPGPI81187B98AEEA,Chaotica,Arizona
489,AR1KMPF1187B99AA98,Lara & The Gumbo Lickers,Not available
490,ARJIWJH1187FB3F6B9,Elvin Bishop,"Glendale, CA"
491,ARK82DC1187B9A1FEB,Gordon Jenkins,"Webster Groves, MO"
492,ARECPYG11C8A42B5BF,1. Futurologischer Congress,Not available
493,AR0CDSK1187FB52ED6,Asleep At The Wheel,"Paw Paw, WV"
494,AR0NKFJ1187B9AF1FF,Neil Innes,"Essex, England"
495,ARSTSEH121318C5B01,Siouxsie,Not available
496,ARFFDZU1187FB50682,Alan Silvestri,"New York, NY"
497,ARFZNR41187B990AF7,Sunnyland Slim,"Vance, MS"
498,AR0693R1187FB59D32,Dusminguet,Not available
499,ARBON001187B99BAD8,Rudolph Valentino,Not available
500,AR4PZLK1187B999B4E,Sylvia Patricia,Salvador BRAZIL
501,ARQDWBG1187B9891D7,Zeromancer,Not available
502,ARIXCFZ1187B991009,Two Man Advantage,Not available
503,ARV3CRH1187B9A1B21,Green Day,"Berkeley, CA"
504,ARO32TC1187FB39461,Chico,Tennessee
505,AR6GJDZ1187B991E46,KALIMBA,"Mexico City, Mexico"
506,ARZDUML1187B9AD101,SKOLD vs. KMFDM,Not available
507,ARIW1BH1187FB4C94A,Architecture In Helsinki,Melbourne
508,AR0DSOO1187B9B855E,Wailing Souls,Not available
509,AR6AGJV1187FB504BA,Kitaro,"Toyohashi, Japan"
510,ARSW5F51187FB4CFC9,Alice In Chains,"Seattle, WA"
511,ARD0FN11187B9B25CD,Bobby Darin,"New York, NY [The Bronx]"
512,ARXGWNG1187FB503A5,Ini Kamoze,Not available
513,ARF9EI11187B9AB66C,9th Wonder featuring Defcon_ Phonte,North Carolina
514,ARQATWU1187B98EE26,Ill Nino,Nueva Jersey (Estados Unidos)
515,ARORSBT11F50C4A96B,De La Ghetto,Not available
516,ARKLA8V1187B999B68,Baroness,Not available
517,ARTE9CG1187B99B1AF,DMX / Eve / Jadakiss,Not available
518,ARNUPIM11F4C83BD4D,Melt Banana,Not available
519,ARO7FES1187B9A59BE,M.I.K.E.,"Antwerp,Belgium, New York"
520,AR9KWJK1187FB4A531,Willie Rosario,"Cuomo, Puerto Rico"
521,ARBPXW61187B99D5D9,Jude Taylor & His Burning Flames,Not available
522,ART5MUE1187B98C961,Metallica,"Los Angeles, CA"
523,ARPNDSH1187B9B942F,Sui Generis,Not available
524,AR0WXWU1187B9AB33F,The Red Telephone,Mass. - Boston
525,ARHUQUF1187FB382E6,T-Bone,Thaba Nchu
526,ARBXBQR1187FB56FA5,Bill Douglas,Not available
527,ARPOPBQ11F4C83D36D,DJ Spinn featuring Traxman,Not available
528,AREKO1L1187B997EFE,The Radio Dept.,"Lund, Sweden"
529,AREGV3K1187B9AF614,MAPtley CrA1/4e,"Los Angeles, California"
530,AR8S3OI1187B9B92E4,Shy FX & T Power,Not available
531,ARXP9GE1187FB3ED0E,Becky Baeling,"Rochester, MI"
532,ARO0QD41187FB3AB0A,Keb' Mo',"Los Angeles, CA"
533,ARQAXT91187B99103A,UKW,Not available
534,ARNUFGE1187B9B7881,THE CHIFFONS,"New York, NY [The Bronx]"
535,ARITKAJ122BCFCA169,S. Solis y Orquesta,Not available
536,ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen,Not available
537,ARGOLWM1187B98CEDE,Commissioned,Michigan
538,AR8WHEJ1187B98CDCA,Dee Clark,"Blythesville, AR"
539,ARF0COO1187B99B9EF,Cauterize,"Ohsawa, Ontario"
540,ARC1CJB1187B99FCA4,Laurie Berkner,Not available
541,ARCZ42S1187B98C0D7,DJ Slugo,Not available
542,AR95QS71187FB3F49A,Joi,Georgia
543,ARIWB161187B9AA1D5,Simon & Garfunkel,"Forest Hills, Queens, New York City, NY, USA"
544,ARVUN5F1187FB4CCC7,Beenie Man Featuring Wyclef And Redman,"Kingston, Jamaica"
545,ARC28SN1187B989049,Greater Vision,United States
546,ARUSOMY1187FB4D3B4,Anti-Flag,"Pittsburgh, PA"
547,ARS6HDE1187B99CA29,Joe Lynn Turner,Not available
548,ARXPE571187FB4AFD0,Rickie Lee Jones,"Chicago, IL"
549,ARYSHL01187B9AAEC7,Hysterie,Not available
550,AR6F6I21187FB5A3AA,Aesop Rock,Not available
551,ARBUHDB1187FB3E72C,Bobby Vee,"Fargo, ND"
552,ARARFT81187FB41EEA,Alfredo GutiA(c)rrez,Not available
553,ARA3VJJ1187FB3F5A6,Shelby Lynne,"Quantico, VA"
554,AR6C6VO1187FB4E267,Tora Tora,"Memphis, TN"
555,ARYVO9V1187B9B1FC6,Franz Ferdinand,"Glasgow, Scotland"
556,ARWA8AH1187FB3FC84,Hot Chip,London
557,AR9JNFU1187B9B9868,Gal Costa,Not available
558,AR1DR0E1187FB48F61,Kathy Mattea,"Cross Lane, WV"
559,ARSF0K11187B9AF319,James Taylor,"London, England"
560,ARFY8NV1187B9B1961,Der Moderne Man,Not available
561,ARHI20L1187FB4C997,Jeff Beck,"Wallington, Surrey, England"
562,ARZY28S1187FB40BAB,Taboo,"Cape Town, ZA"
563,ARNR58F1187FB52FA9,BigElf,Not available
564,AR202MX1187B9B0383,Tanto Metro & Devonte,Not available
565,ARDAONS11F4C844929,Ray Kane,Not available
566,AROLZEM1187B9A805E,Ashes to Ashes,NORWAY
567,ARJGIOD1187B9AE920,Kelly Clarkson,Not available
568,AR05VW21187FB407B4,Fudge Tunnel,Nottingham
569,AR64N1H1187B996199,Edgar Bori,Montreal
570,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,"Gurdon, AR"
571,ARMSW7X1187FB5B504,Dave Eggar,California - LA
572,AR180PG1187B997BAE,Donnie Brooks,"Dallas, Texas"
573,ARNJVSL1187B99AFD4,2raumwohnung,"Berlin, Germany"
574,ARVWNTI1269FB34C59,SOJA,Not available
575,AR9YWMS1187FB43A34,Dinosaur Jr.,"Amherst, MA"
576,ARP9QX11187FB50EEB,Ulytau,Not available
577,ARSVRVA1187B99228A,The Nelons,Not available
578,AR1GNFR1187B9AD1FD,The Exies,"Los Angeles, CA"
579,ARZU9NI1187B9AEE08,Babylon Disco,Karlstad
580,AR22KLC1187B98E812,Kaija Koo,Not available
581,AROVSYC119B3403921,Gus Viseur,Not available
582,ARUGX5X1187FB468C4,Dino,"Encino, CA"
583,ARA7WV51187FB532B0,GG Allin,"Lancaster, NH"
584,AR16T2D1187B98ABF4,Zimbabwe Legit,Not available
585,ARWDP431187FB56492,Spinal Tap,Not available
586,AR0XSOO1187B9B9E88,Buzzcocks,London / Ex-Manchester
587,ARHZCG01187B99E4DE,Stanley Clarke,"Philadelphia, PA"
588,ARI8GY11187B988DF4,Hemdale,Not available
589,ARE0OLY1187B9AD19F,Jesse Malin and The St. Marks Social,"Whitestone, Queens, NY"
590,ARW1MUW1187FB4D5A1,3 Doors Down,"Escatawpa, MS"
591,ARWQ2DR1187B98FF28,Ma Rainey,"Columbus, GA"
592,ARY02GH1187B99B223,Zombie Girl,"Edmonton, Alberta, Canada"
593,AR6CLFP1187B9ACB94,Daniel Johnston,"Sacramento, CA"
594,ARFELOH1187B991F95,Niraj Chag,Not available
595,AR3THYK1187B999F1F,JoAPSo Gilberto,Not available
596,ARUZRFN1187B98AC05,Bone Thugs-N-Harmony,"Cleveland, OH"
597,AR2PT4M1187FB55B1A,Los Chichos,Not available
598,AR6WICD1187B998708,Christian McBride,"Philadelphia, PA"
599,AR3GYKU1187B996AB9,Jim Kweskin,"Stamford, CT"
600,ARHBWOZ1187FB3FD53,Utopia,ITALY
601,ARDI88R1187B98DAB2,Foxy Brown,Not available
602,ARR3ONV1187B9A2F59,Muse,UK
603,ARMFOCL119B8668919,String Trio Of New York,Not available
604,ARUKJUP12086C14589,RamA3n Vargas;Vladimir Jurowski,Not available
605,ARO0EUG1187B9AC250,Portable,Not available
606,ART9VCW1187B9B6FE6,Lili Ivanova,Not available
607,ARN7OQ21187FB5A6B3,Furry Lewis,"Greenwood, MS"
608,AR2ABYH1187B9A0C67,BrAPderna Djup,Not available
609,AR1JGQT1187FB56878,Jo-El Sonnier,"Rayne, LA"
610,AR1ZYLH1187B98C159,Naughty By Nature;Naughty By Nature featuring Zhane,"East Orange, NJ"
611,ARP32X81187B99EBF5,Vanessa Bell Armstrong,"Detroit, MI"
612,ARH6W4X1187B99274F,Radiohead,"Oxford, UK"
613,ARXP7MQ1187FB3AC5F,Dave Hollister,LOWELL
614,ARB06Z71187B99049A,Seamus Egan,Not available
615,ARMBDNQ1187FB3F3EC,Arthur Tracy,"Kamenetz-Podolsk, Moldavia"
616,AR8LD3R1187FB4D08F,C.C. Adcock,Louisiana
617,ARTE9CG1187B99B1AF,DMX,Not available
618,ARWG0541187FB364EC,Las Ketchup,Not available
619,ARFG9M11187FB3BBCB,C-Side & Petit Mal,Nashua USA
620,AR7CCCC1187FB578FF,Don Gibson,"Shelby, North Carolina"
621,ARJJRZ41187FB4C856,Jewel,"Payson, UT"
622,AR9RTS51187B996CC8,John Legend [feat. Buju Banton],Hawaii
623,ARI6OUG1187B989234,Izzy,Not available
624,ARG9E8O1187B99AB4F,Bury Your Dead,"Boston, Massachusetts"
625,ARYA9ZH119B8668A81,Our Time Down Here,Great Britain / UK
626,ARXCUQE1187B9ADD91,Pee Wee King,"Milwaukee, WI"
627,ARQPSAB1269FCD243F,Acorps de Rue,Not available
628,AR27XEH1187FB4EC83,Les Blaireaux,Lille (59)
629,AR02YGA1187B9B8AC4,Bersuit Vergarabat,Buenos Aires
630,ARRXG5Y1187B9AA016,G-Unit,ABD
631,ARGO67V1187B9968D2,Saosin,California
632,AR039B11187B9B30D0,John Williams,"NEW YORK, New York"
633,AR2PNSZ1187B9AF0A4,Pardesi,Not available
634,ARWYDXE12420780913,Baby Grand,California
635,ARMLW331187B9923F9,DJ Ostkurve,Not available
636,ARHK7A51187FB411D8,Roy Rogers,"Redding, CA"
637,ARO89GU1187B98ADA2,Reni,"Manchester, England"
638,ARMEUT11187B9BA155,Steve Riley & The Mamou Playboys,Not available
639,AR5DXUU1187B9B0E42,Falco,"Vienna, Austria"
640,ARPEJMN11F4C84080E,New Roanoke Jug Band,Virginia
641,ARDDTL91187B9974A7,Warren Barfield,Not available
642,AR0CANF1187B9AF35F,Dilated Peoples,"Los Angeles, California"
643,ARUT60Q1187B9B90E9,Orquesta Broadway,Not available
644,ARUYVDC12086C11D5C,Fever Ray,Stockholm
645,ARELA4P1187B991507,Charles Williams,Texas
646,AR9OLFX1187B9A5762,Bob Wills,"Kosse, TX"
647,AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson,Newcastle
648,ARZJFLE12086C117FF,MN,Not available
649,AR8Q4RZ1187FB46BDC,T-Bone Walker,"Linden, TX"
650,ARJJRZ41187FB4C856,Floor,Not available
651,AROBQ0B1187FB404F6,Walter Jackson,"Pensacola, FL"
652,ARYUHNV1187FB482AF,Megadrums,Not available
653,AR8U8G41187B9A833B,Tim Exile,Not available
654,AR8W2DS1187B9B6E36,Alex Theory,Not available
655,ARYNSN31187FB4C573,Bizzy Bone Presents,"Columbus, OH"
656,ARQVTCN11E2835DFFD,Marcel Mouloudji,Not available
657,ARE9SYU1187B9B9838,Jerry Reed,"OCALA, Florida"
658,ARPVFV91187B98BB94,Cinder,Not available
659,ARVUAJC1187B9908A5,Speedball,Speedball
660,ARH861H1187B9B799E,Johnny Cash,"Kingsland, AR"
661,ARE17W51187FB5381B,Rui Da Silva,London
662,ARM63WJ1187B9951EA,Autumnblaze,Not available
663,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,"Cotton Plant, AR"
664,ARHWRBR119B8669309,Hatesex,Not available
665,ARBQPXY1187B98D67B,Kris Kristofferson,"Brownsville, TX"
666,ARYVLXY1187FB373B0,Maurane / Lara Fabian,"Ixelles, Belgium"
667,AR7LIU31187B98EF11,Rita Chiarelli,Not available
668,ARTTFAQ1187B98E4FA,Kiprich,Not available
669,AR5RA3W1187B9B4A22,Pepe Kalle,Not available
670,ARIP54S1187FB53259,Jaime Urrutia,Not available
671,ARJA5XT1187B9B89AA,David Tao,Not available
672,AREY3RN1187B993C5F,Goatwhore,"New Orleans, LA"
673,ARB06Z71187B99049A,SA(c)amus Egan,Not available
674,ARPLE851187B9B2B7C,Superchumbo,Not available
675,ARNNBW81187FB55594,We Show Up On Radar,nottingham
676,ARQGNEN1187FB4494C,Gabinete Caligari,Not available
677,AR69GPS1187B99E556,SUMO,New Hampshire
678,AR9YS621187FB5AC07,The Clark Sisters,Not available
679,AR2CM6U1187B999EB7,Basic Channel,"Berlin, Germany"
680,ARM5JLS1187FB3615B,Tammy Wynette,"Itawamba County, MS"
681,ARASYMJ1187B9ACAF2,Whitesnake,"London, England"
682,AR3DYAD1187FB3964E,Chet Atkins,"Luttrell, TN"
683,ARODP5P1187FB40142,Eddie Cano,Not available
684,AR1WU211187FB57E2B,Terry Riley,"Colfax, CA"
685,ARENLSD1241B9C71B9,Mack and Jamie,Not available
686,ARJBWQI1187B9B17D1,Trivium,"Orlando, FL"
687,ARE08BN1187B98FCA3,Der Plan,Not available
688,ARZJ4MI1187B9AF5AF,Reel Big Fish,"Orange County, CA"
689,ARVNIVQ1250941026F,Dylan Kuo,Not available
690,AR4TLW81187B99683D,Martin Sexton,"Syracuse, NY"
691,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,Not available
692,ARQCHDN1187FB4C7C2,Luiz Bonfa,"Rio de Janeiro, Brazil"
693,ARYZV2X1187B997BE7,Chris Standring,California - LA
694,ARMW8O71187B98CD90,AngA(c)lla Christie,Not available
695,ARIULTJ1187B9A2017,Neviss,Not available
696,ARE8GLF1187FB52532,Red Hot Chili Peppers,Not available
697,ARSWXNX1187FB3D04E,Chango Spasiuk,Argentina
698,ARTDUXM1187B9899ED,Charley Patton,"Edwards, MS"
699,ARTJPHB1187B9968E5,The Race,Not available
700,ARNNHLN1187FB42912,Yahir,"Hermosillo Sonora, Mexico"
701,AR9F71I1187FB46CAF,Gordon MacRae,Not available
702,ARFCOGY1187FB454B4,The Winans,"Detroit, MI"
703,AROIHOI122988FEB8E,Mario Rosenstock,Not available
704,ARM0RY81187B9AF248,Jerry Goldsmith,"Los Angeles, CA"
705,ARBEBBY1187B9B43DB,Tom Petty And The Heartbreakers,"Gainesville, FL"
706,ARS1DCR1187B9A4A56,Winston Reedy,Not available
707,ARXTM8U1187B99F200,Pablo Montero,Not available
708,ARWJHW61187B98FA8E,Papa Wemba,"Kasai, Zaire"
709,AR609UN1187FB53FA1,Pride Tiger,Not available
710,AR8SRQ31187FB4D477,Ten Years After,"Nottingham, England"
711,ARJ1W5M1187FB458F3,Sweet,"London, England"
712,ARZOVCV11F4C83D9FA,Bamberg Symphony Orchestra and Hans Swarowsky,Not available
713,ARB3YS71187FB4E54E,Tomorrow,Not available
714,ART09111187FB5BF48,Ty Herndon;Stephanie Bentley,"Meridian, MS"
715,AR0NQD81187FB3AD13,Gary Morris,"Fort Worth, TX"
716,ARDEC2A1187B9A460E,Chimaira,"Cleveland, OH"
717,ARZBYDY1187FB46DD7,Cali,Vernet les Bains
718,AR0B5HI1187B9B9DB9,SilvA(c)rio Pessoa,Not available
719,ARFZNDU1187FB417FC,X-Static,Not available
720,ARKRQSV1187B99FB13,Deborah Allen,"Memphis, TN"
721,AR0N0DX1187FB41327,The Master Musicians of Jajouka featuring Bachir Attar,"London, England"
722,ARJPZSG1187FB3E985,John Holt,"Kingston, Jamaica"
723,AR4L4WQ1187FB51996,The Prodigy,"Braintree, Essex, England"
724,ARGXNS21187B999665,Tina Britt,Florida
725,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,Massachusetts
726,ARBOG0H1187B99F775,MxPx,"Bremerton, WA"
727,ARHU9211187B9B7E0E,Fort Minor (Featuring Mr. Hahn),LA California
728,ARGMRRK1187FB5BE1F,Dean Elliott And His Big Band,Not available
729,AR0I2BV1187FB3D89F,Enslavement Of Beauty,NORWAY
730,ARMFGS71187B98ED03,liquid soul & freq,Not available
731,ARDL6T21187FB36FDD,C.J. Chenier,"Port Arthur, TX"
732,ARPPTNG11F50C482A3,Mercedes Castro,Not available
733,ARVN9FZ1187FB393F1,Snow Patrol,"Dundee, Scotland"
734,ARUILCK12086C13991,Antonio Bribiesca,Not available
735,ARW90Y31187B98FC7C,Pinchers,Not available
736,ARNLW7H1187B99EC9D,Trick Trick / Eminem,Not available
737,ARXPPEY1187FB51DF4,Michael Jackson,Not available
738,ARPHH7Z1187B9B6A3A,Franco,"Sona-Bata, Zaire"
739,ARL6UP41187FB5C604,Facto Delafe y las flores azules,Not available
740,AR3KXHI1187FB3A8BF,Dora The Explorer,Not available
741,ARPOPBQ11F4C83D36D,DJ Spinn,Not available
742,ARMKO9M1187B9B0848,Theodis Ealey,Georgia
743,ARKYI5T1187B99334F,Janet Paschal,North Carolina
744,ARQ0BZY1187B99F093,Everyday Sunday,"Columbus, OH"
745,ARIJ7MR1187B9B484E,Peggy Zina,Not available
746,ARWHM281187FB3D381,Souls Of Mischief,"Oakland, CA"
747,ARFERPC1187FB557F6,Hacken Lee,Not available
748,AR7Y6JX1187FB4D9B3,Bad Brains,"Washington, D.C."
749,ARI4NXX1187FB59DF2,Raze,Wisconsin
750,ARX2DLI1187FB4DD03,The Presets,"Sydney, Australia"
751,ARDHKHJ1187B9B62EA,Steve Wilson,Texas
752,AR7C6G11187B9B4C1E,Jennifer Lopez,"The Bronx, New York"
753,ARKQ9JM1187FB57521,A.Z.,"Oakland, CA"
754,ARADF5Q1187B98DAE7,Francisco CA(c)spedes,Not available
755,ARH0NCL1187B99B41A,Quadro Nuevo,Not available
756,ARTXS851187FB411C7,Chris Farlowe,"Essex, England"
757,ARPKGV01187B9939F5,The Charms,Mass. - Boston
758,AR6J3X81187FB59A7B,Matisyahu,"Brooklyn, NY"
759,ARJXULI11F4C83C865,BA(c)la Fleck,Not available
760,ARRLCY71187B9A0FC6,Jongo Trio,Not available
761,ARJAOPV1187B9A96D9,Javier Mendoza Band,United States
762,ARQFPCY1187FB552CE,Sapo,California - LA
763,ARWZSFC1187FB567BF,Eddie Money,"Brooklyn, NY"
764,ARWD82K1187B98CFF2,Cracker,Richmond VA
765,AR7N7MI1187FB46935,Sade,"Ibadan, Nigeria"
766,ARH6VQG1187B9BA0FA,Photo Atlas,"Denver, CO"
767,AR6ZYK41187B9996BB,Kenny Price,Not available
768,ARZVEF91187B9AC770,Elliot Goldenthal,"New York, NY"
769,ARZZRK91187B9A5CA5,Delroy Wilson,"Kingston, Jamaica"
770,ARV1RMI1187FB48F94,Arkona,Not available
771,AR1OBRC1187FB59AD4,Behemoth,POLAND
772,AR2KPDL1187B9A6BD8,Andre Popp,Not available
773,ARUF32D1187B9B157E,Soilwork,"Helsingborg, Sweden"
774,ARDNUIN1187B98CB45,CAC/ndido,Not available
775,ARTYXQC1187B9ACAB2,Shaggy,"Kingston, Jamaica"
776,ARUKJUP12086C14589,RamA3n Vargas_ SA$?ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,Not available
777,AR3Q48J1187FB55278,The Rapture,Not available
778,ARSYKGV1187B9A49CD,Nicole C. Mullen,Not available
779,AR9YWMS1187FB43A34,Dinosaur Jr,"Amherst, MA"
780,ARFJD5L1187B9A30BA,Los Van Van,Cuba
781,AR1KMPF1187B99AA98,Lara,Not available
782,AR9788H1187B9A05D1,Outerspace,"Philadelphia, PA"
783,ARHXWB01187B9A205C,Gloria Lasso,Not available
784,ARZ2CX31187B991668,Les Sexareenos,Not available
785,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,"Dallas, TX"
786,ARVSDB11187FB4270B,The Creation,"Middlesex, England"
787,AR573WK1187FB47167,The Balustrade Ensemble,san francisco
788,ARIUHYM1187B9AEAE4,Ultimate Fakebook,"Manhattan, Kansas"
789,ARF3L8J1187B9B7866,Astarte,"Athens, Greece"
790,ARWRS4D1187FB3FCD4,Elakelaiset,Not available
791,ARU24791187B996E24,Prisma,Switzerland
792,ARWQQYJ1187B9ADC4C,Anubis Spire,NY - Upstate NY
793,AR6DD3C1187FB3D775,Beaver Harris,"Pittsburgh, PA"
794,ARVMFE61187B992463,Darwin Hobbs,Not available
795,ARMAOIY1187B9A3893,Jerry Yan,Not available
796,ARLDW2Y1187B9B544F,Tommy James & The Shondells,"Dayton, OH"
797,ARYN8YT1187FB38396,Los Iracundos,Not available
798,ARVUQIC1187B9A7C66,Hevia,Not available
799,ARJ9DSA1187B990E00,John And The Bluesbreakers Mayall,Not available
800,ARYPRAG11F50C48C62,Checkers,Not available
801,ARK6JC91187B9B4B2D,Babbie Mason,United States
802,ARDGBFI1269FCD6AA6,The Grease Band,Not available
803,ARELFAE1187FB40D0A,Bally Sagoo,Not available
804,AR8ACFK1187B9B4063,Champion Jack Dupree,"New Orleans, LA"
805,ARRPCKN1187FB5BA2F,Z.Z. Hill,"Naples, TX"
806,AROGAPH1187B98CF9C,Benabar,Not available
807,ARAPI451187B9B6E6F,John Michael Talbot,"Oklahoma City, OK"
808,AR03BDP1187FB5B324,Britney Spears,"Kentwood, LA; Los Angeles, CA"
809,ARH8B5X1187FB3B6C0,Skeletonwitch,Not available
810,AROVE3N1187FB44DAD,Charlie Cruz,Not available
811,AR3SEQM1187B98E9E8,Kix,"Hagerstown, MD"
812,ARS2FUA1187B9ADABF,Indigenous,South Dakota
813,AR937CC1187B99B9B9,Los Abuelos De La Nada,Not available
814,AR5BX3Y1187FB39E93,Slightly Stoopid,"Ocean Beach, San Diego, CA"
815,ARS0W831187B9AF0B7,Maximilian Hecker,Not available
816,ARVML4B1187FB52324,Leroy Hutson,"Newark, NJ"
817,ARP96FM1187B9AEA77,Semisonic,"Minneapolis, MN"
818,AR31G891187FB3892D,Laid Back,Denmark
819,ARUG6DV1187B992475,Willie Clayton,"Indianola, MS"
820,ARNQ7UN1187B98EE77,Novaspace,"Berlin, Germany"
821,AR7CCS31187B98C531,Tom Barabas,Not available
822,ARB5TJM1187B9A71FD,Finntroll,Not available
823,ARB5S4L1187FB4AD20,Carlos Ponce,Not available
824,ARSEC9Q1187B98912D,Colin James,"Regina, Saskatchewan, Canada"
825,ARKETDZ1187B9B2566,Marlene Dietrich,"Schi?1/2erg, Germany"
826,ARW90Y31187B98FC7C,Pinchers & Ganglords,Not available
827,ARLUAK21187B9B785A,Ziggy Marley And The Melody Makers,Not available
828,ARZENOX1187B98A645,John Mayer,"Calcutta, India"
829,ARTWWNA1187B9B3BD7,Frederik,Not available
830,ARSZDAS11E2835C305,Emeneya,Not available
831,AR5UVIM1187B98A8B9,Dropline,Not available
832,ARVBP9K1187FB48254,Cancer Bats,"Toronto, Ontario, Canada"
833,ARZSTXE1187B99DD77,Biddu,Not available
834,ARYXGST1187B991071,Uman,Belgium
835,AR9XDAA1187B99768F,Lara & Reyes,Not available
836,ARGGEGH11F4C83C076,Miriam Yeung,Not available
837,AR3EABF1187B98AD35,Sophie Tucker,Russia
838,ARGDY4Y1187B9A334F,Pyranja,Not available
839,AR26X1C1187B9B0A1B,Conway Twitty,"Friars Point, MS"
840,ARIIXHS11F50C48D0D,Agency 1.9.9.4,South Carolina
841,ARTXGGI1187B9B3D58,Blackalicious,"Davis, CA"
842,ARRJ3UC1187FB579D7,Wyclef Jean featuring Butch Cassidy and Sharissa,"Croix-des-Bouquets,  Haiti"
843,AR3P1NA1187FB44B9E,Ben Watt feat. Estelle,Not available
844,AR1ZYLH1187B98C159,Naughty By Nature,"East Orange, NJ"
